ID,nom_id,revision_code,name,altitude_igm,latitude_south,longitude_west,observations,comment,igm_rectangle_id,mountain_id
601,Cordon Piuquenes_57,57,Morro del Fierro,4642,33º 10' 43'',70º 04' 43'',"ver Lliboutry (foto, pag 267); ver tambien fotos 15_98 y 15B_34",,21,601
602,Cordon Piuquenes_58,58,P5130,5130,33º 11' 18'',70º 03' 30'',) ver R66,,21,602
603,Cordon Piuquenes_59,59,Osiecki,5150,33º 11' 55'',70º 12' 16'',Cota y posicion segun andeshandbook (mapa Grupo Plomo); Sept 2006 / Lrb,,21,603
604,Cordon Piuquenes_60,60,Fickenscher,5350,33º 12' 23'',70º 12' 40'',Cota y posicion segun andeshandbook (mapa Grupo Plomo); Sept 2006 / Lrb,,21,604
605,Cordon Piuquenes_62,62,"Esmeralda
Cumbre Principal",4566,33º 11' 49'',70º 08' 44'',"Segun Lliboutry (p. 269), este cordon forma un semicirculo y comprende los cerros Fickenscher, Osiecki, Francisco Chavez, 4690L, y las tres cumbres del cerro Esmeralda",,21,605
606,Cordon Piuquenes_63,63,Esmeralda Central,4520,33º 12' 10'',70º 08' 12'',,,21,606
607,Cordon Piuquenes_64,64,Esmeralda Sur,4555,33º 12' 39'',70º 08' 14'',,,21,607
608,Cordon Piuquenes_65,65,Littoria,5352,33º 12' 44'',70º 13' 01'',,,21,608
609,Cordon Piuquenes_66,66,P5070,5070,33º 12' 02'',70º 03' 43'',) Cumbres fronterizas al sur del Tronco;  Ver panoramicas 20-19 y 20_23 (desde Cerro Plomo),,21,609
610,Cordon Piuquenes_67,67,P5055,5055,33º 12' 43'',70º 03' 22'',),,21,610
611,Cordon Piuquenes_68,68,Cincuentenario,4987,33º 13' 23'',70º 03' 06'',Cumbre fronteriza,,21,611
612,Cordon Piuquenes_69,69,(Cerro) Plomo,5424,33º 13' 58'',70º 12' 44'',,,21,612
613,Cordon Piuquenes_70,70,Reichert,5286,33º 13' 55'',70º 01' 30'',Cumbre fronteriza,,21,613
614,Cordon Piuquenes_71,71,Punta Parsifal,5370,33º 13' 42'',70º 13' 15'',"700m West, 500m Norte del Cerro Plomo
Ver foto Perros alpinos, 15B_15",,21,614
615,Cordon Piuquenes_72,72,Punta Santiago,5083,33º 13' 58'',70º 13' 50'',"Ver Neate, 1994, pag 9; Ver foto 15_84 (UL);
Entre Leonera y Plomo",,21,615
616,Cordon Piuquenes_73,73,Punta Expedicion,5000,33º 14' 23'',70º 12' 12'',"Al sureste del Plomo
A confirmar altura y coordenadas; 
Ver Neate, 1994, pag 9;",,21,616
617,Cordon Piuquenes_74,74,Morro de los Castaños,4220,33º 14' 23'',70º 09' 34'',,,21,617
618,Cordon Piuquenes_75,75,Leonera,4954,33º 14' 33'',70º 14' 25'',"en años iniciales tambien tuvo el nombre de ""Plomo Negro"" / ver AVivanco y EAcevedo (2010_12)",,21,618
619,Cordon Piuquenes_76,76,Punta Chuncho,5073,33º 14' 33'',70º 01' 33'',"Antecumbre al sur del Reichert
Ver Neate 1994 pag 6",,21,619
620,Cordon Piuquenes_77,77,Punta Hermandad,4930,33º 14' 06'',70º 14' 30'',"Ver Neate, 1994, pag 9; Ver foto 15_84 (UL);
Entre Leonera y Plomo",,21,620
621,La Disputada_1,1,Tuquito,3990,33° 0' 59'',70° 16' 46'',,,22,621
622,La Disputada_2,2,P4041,4041,33° 0' 03'',70° 17' 36'',,,22,622
623,La Disputada_3,3,P4107,4107,33° 0' 48'',70° 18' 08'',,,22,623
624,La Disputada_4,4,Yaretas,3539,33º 01' 14'',70º 25' 16'',Nombre de Cumbre segun mapa IGM (Nov 2011),,22,624
625,La Disputada_5,5,P4034,4034,33° 2' 52'',70° 18' 50'',,,22,625
626,La Disputada_6,6,Punta Flores,4157,33° 3' 05'',70° 16' 49'',"Sector Estero Flores, tributario del río Blanco",,22,626
627,La Disputada_7,7,P4144,4144,33° 3' 13'',70° 18' 19'',,,22,627
628,La Disputada_8,8,P4102,4102,33° 3' 32'',70° 18' 12'',,,22,628
629,La Disputada_9,9,Morro Cáceres,2798,33º 03' 40'',70º 28' 02'',Nombre de Cumbre segun mapa IGM (Nov 2011),,22,629
630,La Disputada_10,10,San Emeterio,4322,33° 3' 55'',70° 17' 46'',"En la hoja La Disputada aparece con 2 nombres, San Emeterio y Los Diamantes. Tambien hay menciones al nombre Barros Negros. El nombre San Emeterio viene del santoral del día de primera ascensión, y puede considerarse como nombre válido.",,22,630
631,La Disputada_11,11,P4120,4120,33° 4' 22'',70° 17' 31'',,,22,631
632,La Disputada_12,12,P4082,4082,33° 4' 56'',70° 17' 27'',Sector Laguna Betina,,22,632
633,La Disputada_13,13,Los Azules,3643,33º 05' 05'',70º 23' 11'',Nombre de Cumbre segun mapa IGM (Nov 2011),,22,633
634,La Disputada_14,14,Del Plomo,4025,33° 5' 36'',70° 20' 27'',Dudoso,,22,634
635,La Disputada_15,15,P4066,4066,33° 5' 8'',70° 20' 13'',Sector Barros Negros,,22,635
636,La Disputada_16,16,Turquesa,3905,33º 06' 20'',70º 18' 47'',Nombre de Cumbre segun mapa IGM (Nov 2011),,22,636
637,La Disputada_17,17,Ceatoleí,4136,33° 6' 56'',70° 17' 40'',Confirmado,,22,637
638,La Disputada_18,18,P4003,4003,33° 6' 25'',70° 15' 44'',Sector Estero Castro,,22,638
639,La Disputada_19,19,P4115,4115,33° 7' 53'',70° 17' 40'',"Cordón de la Disputada. Al sur del cerro La Disputada
Punta de la Perla ?? (ver FEACh pag 51 y 56 y Lliboutry)",,22,639
640,La Disputada_20,20,Disputada,4165,33° 7' 29'',70° 17' 27'',Cordón La Disputada. Al sur del Ceatoleí,,22,640
641,La Disputada_21,21,Ortiga,3563,33º 07' 38'',70º 21' 58'',Nombre de Cumbre segun mapa IGM (Nov 2011),,22,641
642,La Disputada_22,22,El Choclo,3905,33º 07' 46'',70º 16' 07'',Nombre de Cumbre segun mapa IGM (Nov 2011),,22,642
643,La Disputada_23,23,El Plomo,3535,33º 09' 30'',70º 20' 45'',Nombre de Cumbre segun mapa IGM (Nov 2011),"**  Ya hay un ""Co del Plomo"", pero 8 km más al Norte (UTM 38/75) / Eliminar uno de los dos nombres !?",22,643
644,La Disputada_24,24,Piuquenes,3403,33º 09' 23'',70º 26' 36'',Nombre de Cumbre segun mapa IGM (Nov 2011),,22,644
645,La Disputada_25,25,Punta Monolito,4274,33° 9' 46'',70° 15' 25'',"ver FEACh pag 51 y 56, y Lliboutry; cota segun Lliboutry; Ver comentario EAtalah/ESiques",,22,645
646,La Disputada_26,26,Infiernillo,4040,33° 8' 46'',70° 16' 7'',Sector Los Bronces,,22,646
647,La Disputada_27,27,del  Cobre,3820,33º 08' 19'',70º 20' 48'',Nombre de Cumbre segun mapa IGM (Nov 2011),,22,647
648,La Disputada_28,28,Dolores,3760,33º 08' 54'',70º 18' 02'',Nombre de Cumbre segun mapa IGM (Nov 2011),,22,648
649,La Disputada_29,29,Fortuna,4641,33° 10' 25'',70° 16' 40'',Al oeste de La Paloma y al norte del San Francisco,,22,649
650,La Disputada_30,30,P4474,4474,33º 10' 52'',70º 16' 58'',,,22,650
651,La Disputada_31,31,Los Angeles,3623,33° 10' 44'',70° 23' 19'',,,22,651
652,La Disputada_32,32,La Polcura,3524,33º 10' 05'',70º 23' 34'',Nombre de Cumbre segun mapa IGM (Nov 2011),,22,652
653,La Disputada_33,33,Paloma,4910,33° 10' 38'',70° 15' 55'',"Longitud fué ajustada a AHB; 
Datos AHB: 4910m, 33-10-55, 70-15-55 (Datos GPS)",,22,653
654,La Disputada_34,34,San Francisco,4270,33° 11' 51'',70° 17' 32'',Version AHB; IGM posiciona esta cumbre m/m dos km más al norte; otro dato habla de 4273m,,22,654
655,La Disputada_35,35,P3330,3330,33° 11' 38'',70° 21' 03'',"Posicion (y nombre) sujetos a confirmacion; 
Cortadera ?? Ver Cortadera Chico; KyF muestra al Cortadera en la posicion del Cortadera Chico",,22,655
656,La Disputada_36,36,P4164,4164,33° 12' 31'',70° 17' 17'',"""Cerro de la canaleta""",,22,656
657,La Disputada_37,37,Arqueado de Barrera,2898,33° 12' 51'',70° 28' 13'',,,22,657
658,La Disputada_38,38,Altar Falso,4549,33° 12' 12'',70° 15' 21'',,,22,658
659,La Disputada_39,39,Tornamesa,2408,33º 13' 25'',70º 24' 23'',Nombre de Cumbre segun mapa IGM (Nov 2011),,22,659
660,La Disputada_40,40,Los Piches,4233,33° 13' 11'',70° 17' 17'',Version AHB; IGM posiciona esta cumbre m/m dos km más al norte;,,22,660
661,La Disputada_41,41,P3873,3873,33° 13' 56'',70° 18' 22'',Manchon: ver hoja Farellones (Version AHB),,22,661
662,La Disputada_42,42,Hotel,3163,33° 13' 25'',70° 21' 26'',,,22,662
663,La Disputada_43,43,Cortadera Chico,3324,33° 14' 10'',70° 21' 44'',Ver item P3330,,22,663
664,Portillo_1,1,"C° Tolosa
Cumbre Principal",5353,32º 45' 58'',70º 01' 45'',"Cota de altura, segun IGM Argentino
 = 5 432 / Marzo 2006 / UL (como referencia)",,23,664
665,Portillo_2,2,C° Tolosa Oeste,5317,32º 45' 48'',70º 02' 28'',,,23,665
666,Portillo_3,3,"C° Tres Hermanos 
Sur",4274,32º 45' 16'',70º 07' 34'',Cumbre fronteriza; Tres Hermanos Norte y Central: ver hoja Rio de los Leones,,23,666
667,Portillo_3E,3E,Pico Chorrillos,4159,32º 46' 20'',70º 06' 09'',"Cota 4159 corresponde a Relato AHB (GPS); Coordenadas segun AHB; 
Cota IGM_Ch = 4142; ","Abril 2011; Ver AHB; Foto 19_63;
Ver Pablo David Gonzalez",23,667
668,Portillo_4B,4B,Pico Peñas Coloradas,4211,32º 46' 54'',70º 05' 56'',Cota 4211 corresponde a relato AHB,"Abril 2011; Foto 19_63;
Ver Pablo David Gonzalez",23,668
669,Portillo_4C,4C,Pico El Titan,4254,32º 46' 59'',70º 06' 22'',Cota 4254 corresponde a relato AHB,"Abril 2011; Foto 19_63;
Ver Pablo David Gonzalez",23,669
670,Portillo_5,5,Paramillos del Tolosa,,32° 46',70° 03',,,23,670
671,Portillo_9,9,"C° Parva del Inca 
Cumbre Principal",4831,32º 45' 18'',70º 10' 04'',Patrimonio arqueologico,,23,671
672,Portillo_10,10,C° Parva del Inca Norte,4792,32º 45' 15'',70º 10' 10'',,,23,672
673,Portillo_11,11,C° Varela,4093,32º 46' 21'',70º 10' 52'',,,23,673
674,Portillo_12,12,P4281,4281,32º 46' 59'',70º 11' 54'',Nombre ? ,,23,674
675,Portillo_13,13,P4325,4325,32º 47' 10'',70º 12' 40'',Nombre ?,,23,675
676,Portillo_14,14,C° Manantiales de Brito,4456,32º 47' 46'',70º 14' 05'',,,23,676
677,Portillo_15,15,C° Barile,4447,32º 47' 50'',70º 13' 59'',,,23,677
678,Portillo_16,16,C° Bastion,4658,32º 47' 38'',70º 12' 48'',,,23,678
679,Portillo_17,17,C° Caracoles,4465,32º 47' 45'',70º 06' 19'',Cumbre Principal del cordon Caracoles,,23,679
680,Portillo_18,18,C° Mesetas Norte,4048,32º 47' 00'',70º 09' 21'',No es cumbre independiente,,23,680
681,Portillo_19,19,C° Mesetas Sur,4095,32º 47' 45'',70º 09' 20'',No es cumbre independiente,,23,681
682,Portillo_20,20,C° Aguja,4607,32º 48' 07'',70º 13' 00'',,,23,682
683,Portillo_21,21,C° Glorieta,4413,32º 48' 05'',70º 14' 12'',,,23,683
684,Portillo_22,22,C° Brujita,4379,32º 48' 24'',70º 14' 27'',,,23,684
685,Portillo_23,23,C° Gloria,4479,32º 48' 50'',70º 14' 20'',,,23,685
686,Portillo_24,24,P4323,4323,32º 48' 32'',70º 12' 35'',Nombre ? / Peñon ?,,23,686
687,Portillo_25,25,C° Juan Olmos,4340,32º 48' 47'',70º 12' 24'',,,23,687
688,Portillo_26,26,C° Bermejo,3873,32º 49' 58'',70º 04' 35'',,,23,688
689,Portillo_27,27,C° Ojos de Agua,4222,32º 49' 28'',70º 09' 00'',,,23,689
690,Portillo_28,28,C° Santa Elena Norte,4571,32º 50' 00'',70º 03' 03'',"Cumbre secundaria del Santa Elena;
en hoja VAD solo aparece triangulo y cota, por falta de espacio",,23,690
691,Portillo_29,29,C° Santa Elena,4595,32º 50' 09'',70º 03' 06'',Ver 28,,23,691
692,Portillo_30,30,C° Puntudito,4157,32° 49' 43'',70° 01' 50'',,,23,692
693,Portillo_31,31,P4596,4596,32º 50' 38'',70º 03' 06'',"Nombre = ""Santa Elenita"", ver corresp. con Jorge Hess, Abril 2007 (cumbre fronteriza)",,23,693
694,Portillo_32,32,P4640,4640,32º 51' 11'',70º 03' 08'',Nombre ? (cumbre fronteriza),,23,694
695,Portillo_33,33,C° Navarro,4671,32º 51' 42'',70º 02' 48'',Cumbre fronteriza,,23,695
696,Portillo_34,34,C° Navarro Sur,4571,32º 51' 55'',70º 02' 35'',"Cumbre fronteriza; en hoja VAD solo aparece triangulo y cota, por falta de espacio",,23,696
697,Portillo_35,35,C° Negro (del Gemelos),4445,32° 50' 59'',69° 59' 24'',,,23,697
698,Portillo_36,36,C° Cabeza del Inca,4193,32º 51' 18'',70º 06' 31'',,,23,698
699,Portillo_37,37,"""Cabeza del Inca Este""",4105,32º 51' 31'',70º 05' 28'',,,23,699
700,Portillo_38,38,"""Alto Mardones""",4098,32º 51' 23'',70º 04' 57'',,,23,700
701,Portillo_39,39,"C° Gemelos
Cumbre Principal",5240,32º 52' 40'',70º 00' 00'',"Cumbre fronteriza; No se adopta nombre ""Tres Gemelos"", usado en Argentina",,23,701
702,Portillo_40,40,C° Presenteseracae,4952,32º 52' 28'',70º 01' 07'',"Al Noroeste del Gemelos CP
Nombre segun GRAM / Rosario",,23,702
703,Portillo_41,41,Torre Virgen Oeste,5215,32º 52' 48'',69º 59' 56'',Inescalada (2003) ?,,23,703
704,Portillo_42,42,Torre Virgen Este,5200,32º 52' 54'',69º 59' 49'',Inescalada (2003) ?,,23,704
705,Portillo_43,43,Pico Bonito,4994,32º 52' 10'',69º 59' 20'',Grupo Gemelos,,23,705
706,Portillo_45,45,Portezuelo Gemelos,4328,32º 53' 52'',69º 59' 15'',,,23,706
707,Portillo_46,46,Gemelo Oeste,5122,32º 53' 10'',69º 59' 35'',"Con el Gemelo Este (5117)  forma el ""par blanco"" visible desde Laguna Horcones, y que Fitz Gerald (1897) bautizara con el nombre de ""twin peaks""; cumbre fronteriza",,23,707
708,Portillo_47,47,Gemelo Este,5117,32º 53' 16'',69º 59' 29'',Ver Gemelo Oeste,,23,708
709,Portillo_48,48,C° Punton Amarillo,4159,32º 53' 36'',70º 03' 05'',,,23,709
710,Portillo_48A,48A,P4296,4296,,,Nuevo,,23,710
711,Portillo_48B,48B,P4065,4065,32º 53' 43'',70º 02' 50'',figura listado con 4050m,,23,711
712,Portillo_48C,48C,P3945,3945,32º 54' 10'',70º 03' 22'',,,23,712
713,Portillo_48D,48D,C° Hornitos,3625,32º 54' 25'',70º 04' 02'',Primera ascension Daniel Perez y compañeros (2011),,23,713
714,Portillo_48E,48E,P3669,3669,,,Nuevo,,23,714
715,Portillo_49,49,Alto de la Posada,4260,32º 53' 14'',70º 10' 20'',,,23,715
716,Portillo_50,50,Punta Desconocida,4360,32º 53' 35'',70º 10' 35'',"Detras (al suroeste) del Alto de la Posada;
Primeros escaladores: Kurt Claussen y compañero;",,23,716
717,Portillo_51,51,C° Chorrillo,4082,32º 54' 32'',70º 08' 39'',"Nombre segun mapa IGM
Ver tambien P4178 (R63)",,23,717
718,Portillo_52,52,C° Humberto Barrera,4569,32º 54' 17'',69º 59' 19'',Cumbre fronteriza,,23,718
719,Portillo_53,53,C° EMA,4328,32º 54' 29'',70º 10' 45'',Abreviacion de Escuela de Montaña ASAVA,,23,719
720,Portillo_54,54,C° Becker,4448,32º 55' 00'',70º 11' 40'',Extremo noroeste del Cordon Halcones,,23,720
721,Portillo_55,55,C° Maite,4438,32º 54' 50'',70º 11' 41'',,,23,721
722,Portillo_56,56,C° WIM,4352,32º 54' 57'',70º 11' 08'',"Abreviacion de: Waldo Iturriaga Muñoz, andinista porteño (de Valparaiso) de los años 1950 y 60 ",,23,722
723,Portillo_58,58,C° Yeso,4192,32º 55' 24'',70º 01' 23'',,,23,723
724,Portillo_59,59,C° Level,4432,32º 54' 58'',70º 10' 45'',,,23,724
725,Portillo_60,60,C° Celsa,3935,32º 55' 58'',70º 07' 22'',"Segun FHRojas y Chr.Stange, este cerro se llama Celsa; Escaladores del Andeski le pusieron este nombre; Claussen tambien subió esta cumbre (UL, 6-3-2009)",,23,725
726,Portillo_62,62,Rafael Saavedra,4410,32º 55' 18'',70º 10' 28'',"""Cumbre central"" del Cordon Halcones",,23,726
727,Portillo_63,63,Gimnastico,4275,32º 55' 20'',70º 09' 57'',,,23,727
728,Portillo_64,64,Atalaya,4100,32º 55' 14'',70º 10' 15'',Al Norte del Gimnastico / Ver foto 10_07,,23,728
729,Portillo_65,65,Rabo de la Mona,4293,32º 55' 32'',70º 09' 28'',"Se asigna a esta cumbre el nombre ""Rabo de la Mona"", en base a una informacion de Sergio Kunstmann (Referencia de Alvaro Vivanco, Enero 2011)",Nota: Quebrada de la Mona = nombre alternativo de la Quebrada Chorrillo,23,729
730,Portillo_66,66,Halcon Alto,4493,32º 55' 46'',70º 09' 15'',"Dos picachos rocosos de casi igual altura (4493 y 4456, segun IGM); buen punto de referencia ! Ver R67","ex CAChV ! 
Por logica debe ser el Halcon Alto
A confirmar",23,730
731,Portillo_67,67,P4456,4456,32º 55' 49'',70º 09' 11'',ver R66;,,23,731
732,Portillo_68,68,Gustavo,4792,32º 55' 13'',70º 00' 11'',"Cumbre fronteriza; identica con ""Gram Blanco"" (nombre posterior, ver report CABA 1955)",,23,732
733,Portillo_69,69,P4714,4714,32º 55' 52'',70º 00' 09'',Nombre ? / Cumbre fronteriza,,23,733
734,Portillo_70,70,P4178,4178,32º 55' 07'',70º 08' 51'',"Podria ser el Viento Nevado ??, ascendido en 1952 / DAV Valpso (Kurt Claussen y Otros)",,23,734
735,Portillo_71,71,P4295,4295,32º 55' 17'',70º 11' 56'',Antecumbre Oeste del Grupo Halcones,,23,735
736,Portillo_72,72,P5089,5089,32º 56' 32'',70º 00' 03'',Nombre ? / Cumbre fronteriza,,23,736
737,Portillo_73,73,Vigia,4205,32º 56' 47'',70º 03' 54'',Nombre propuesto por EE,,23,737
738,Portillo_74,74,P4365,4365,32º 56' 17'',70º 09' 04'',Cumbre Intermedia entre P4493 y CACh Valparaiso,,23,738
739,Portillo_75,75,CAChV,4493,32º 56' 28'',70º 08' 56'',Lado sur cumbre muestra glaciacion; extremo sureste del Cordon Halcones; (CAChV = Club Andino de Chile Valparaiso),"Nuevo nombre, resultado de bajar testimonio de la primera ascension (ver AVivanco); primera ascension Eugenio Carramiñana y compañeros, 1951 (?)",23,739
740,Portillo_76,76,P4437,4437,32º 56' 36'',70º 08' 10'',"""Antecumbre Este de CAChV""",,23,740
741,Portillo_77,77,Punta Barraquer,4210,32º 56' 07'',70º 10' 31'',"En el filo Sur del Rafael Saavedra. 
Apoyados en la propuesta que hicieron los andinistas del segundo ascenso, se asigna a este cerro el nombre de ""Punta Barraquer"" (Referencia: Alvaro Vivanco, Enero 2011).",,23,741
742,Portillo_78,78,Punta de Cuchillo,4349,32º 56' 52'',70º 02' 16'',,,23,742
743,Portillo_79,79,Parque Andino,4548,32º 57' 48'',70º 03' 43'',"Ver Relato de Primera Ascension 
/ 22 Oct 2008 / Alvaro Vivanco;
(nombre previo: ""Visible desde Yesera"")",,23,743
744,Portillo_80,80,Mono Negro,4826,32º 57' 40'',70º 02' 20'',,,23,744
745,Portillo_81,81,Mono Blanco,4772,32º 57' 55'',70º 02' 25'',,,23,745
746,Portillo_82,82,Alto del Rio Blanco,5228,32º 57' 01'',70º 00' 24'',Cumbre fronteriza,,23,746
747,Portillo_83,83,Leon Blanco,5188,32º 57' 30'',70º 01' 05'',,,23,747
748,Portillo_84,84,Espinazo del Diablo,3964,32º 57' 16'',70º 12' 55'',Patrimonio arqueologico,,23,748
749,Portillo_85,85,Punta Perdida,4047,32º 57' 50'',70º 09' 53'',Ver ZA 1959 pag 20; Posicion definida en base a una foto de cumbre con el Alto de los Leones al fondo,,23,749
750,Portillo_85B,85B,Codo Flojo,3680,32º 58' 07'',70º 10' 42'',Cumbre presentada por Daniel Perez / CAU / Enero 2011 / Primera ascension,,23,750
751,Portillo_86,86,Arriero Chico,4224,32º 57' 03'',70º 04' 03'',Nombre propuesto por EE,,23,751
752,Portillo_87,87,"Yeguas Heladas
Norte",4712,32º 57' 48'',70º 08' 32'',,,23,752
753,Portillo_88,88,"Yeguas Heladas 
CP",4771,32º 58' 03'',70º 08' 32'',,,23,753
754,Portillo_89,89,"Yeguas Heladas
Sur",4770,32º 58' 35'',70º 08' 24'',,,23,754
755,Portillo_90,90,Leon Negro,5176,32º 58' 03'',70º 01' 32'',,,23,755
756,Portillo_91,91,Central,5247,32º 58' 09'',69º 59' 23'',,"Ascensiones 17 Feb 64 M. Gomez / Valencia
Ver AM 1963-67, pag 143",23,756
757,Portillo_92,92,Don Juan,5193,32º 58' 10'',69º 59' 03'',,"Ascensiones 17 Feb 64 M. Gomez / Valencia
Ver AM 1963-67, pag 143",23,757
758,Portillo_93,93,Expedicion,5219,32º 58' 23'',69º 58' 45'',,"Ascensiones 17 Feb 64 M. Gomez / Valencia
Ver AM 1963-67, pag 143",23,758
759,Portillo_94,94,Philippe,5225,32º 58' 35'',69º 58' 34'',"Esta cumbre seria el ""Philippe"", escalado dos años antes (= 1962) de Gomez por un grupo argentino a cargo de H. Joos (Referencia Glauco Muratti / Rosario, Ulrich Lorber / Munich)","Ascensiones 17 Feb 64 M. Gomez / Valencia; Ver AM 1963-67, pag 143;
Gomez, creyendo que esta cumbre era una primera ascension, le puso Benicadell",23,759
760,Portillo_95,95,Marisco,4480,32º 58' 25'',70º 03' 00'',Cantidad de fósiles en la misma cumbre !,,23,760
761,Portillo_96,96,P4835,4835,32º 58' 07'',70º 02' 06'',"Nombre ? Cola de Mono ? (Neate pag 5)
 Ver 97 / Ver AM 1963-67 pag 143 y 
AM 1973-77 pag 168",,23,761
762,Portillo_97,97,P4810,4810,32º 58' 19'',70º 02' 10'',"Nombre ? Zoologico ? (Neate pag 5)
Ver 96",,23,762
763,Portillo_98,98,Punta Valeria,4770,32º 58' 48'',70º 02' 11'',,,23,763
764,Portillo_99,99,"Aguja Nacimiento
Noroeste",3796,32º 58' 47'',70º 05' 57'',,,23,764
765,Portillo_100,100,Aguja Nacimiento,4010,32º 59' 20'',70º 05' 25'',,,23,765
766,Portillo_101,101,Doris Norte,5181,32º 59' 02'',69º 58' 42'',,"Ascensiones 17 Feb 64 M. Gomez / Valencia
Ver AM 1963-67, pag 143",23,766
767,Portillo_102,102,Centro Excursionista de Valencia,5198,32º 59' 22'',69º 58' 55'',,"Ascensiones 17 Feb 64 M. Gomez / Valencia
Ver AM 1963-67, pag 143",23,767
768,Portillo_103,103,Doris,5241,32º 59' 36'',69º 59' 06'',,"Ascensiones 17 Feb 64 M. Gomez / Valencia
Ver AM 1963-67, pag 143",23,768
769,Rio Blanco_1,1,Los Cascajales,3410,32º 45' 26'',70º 22' 59'',,,24,769
770,Rio Blanco_2,2,El Bolson,2839,32º 45' 55'',70º 19' 51'',,,24,770
771,Rio Blanco_3,3,Los Pingos,3030,32º 47' 14'',70º 21' 19'',,,24,771
772,Rio Blanco_4,4,Mocoen,2693,32º 47' 45'',70º 27' 48'',Patrimonio arqueologico (Petroglifos),,24,772
773,Rio Blanco_5,5,Los Escalones,3558,32º 47' 38'',70º  16' 45'',,,24,773
774,Rio Blanco_6,6,La Matancilla,3540,32º 50' 49'',70º 17' 33'',Patrimonio arqueologico,,24,774
775,Rio Blanco_7,7,Las Tinajas,3137,32º 52' 33'',70º 19' 44'',,,24,775
776,Rio Blanco_8,8,Mina de Carbon,3412,32º 52' 19'',70º 18' 41'',,,24,776
777,Rio Blanco_9,9,La Bandera,2636,32º 52' 49'',70º 20' 56'',,,24,777
778,Rio Blanco_10,10,Muela del Diablo,2960,32º 53' 01'',70º 18' 12'',,,24,778
779,Rio Blanco_11,11,Negro,2348,32º 54' 29'',70º 29' 06'',,,24,779
780,Rio Blanco_12,12,La Torre,2760,32º 55' 36'',70º 23' 20'',,,24,780
781,Rio Blanco_13,13,Nido de Condor,2352,32º 55' 27'',70º 18' 13'',,,24,781
782,Rio Blanco_14,14,El Pelado,3361,32º 56' 40'',70º 24' 38'',,,24,782
783,Rio Blanco_15,15,del Diablo,2982,32º 57' 52'',70º 21' 42'',,,24,783
784,Rio Blanco_16,16,Los Azules de Vilcuya,3446,32º 57' 43'',70º 25' 56'',Patrimonio arqueologico,,24,784
785,Rio Blanco_17,17,Potrero Alto,3827,32º 58' 45'',70º 18' 20'',,,24,785
786,Rio Blanco_18,18,Alto del Buitre,3719,32º 59' 31'',70º 23' 30'',Nombre alternativo (Co El Meson) fué descartado (2012_09),,24,786
787,Rio Blanco_19,19,Laguna del Chano,3620,32º 59' 30'',70º 17' 51'',,,24,787
788,Rio Leones_1,1,Nevado de Leiva,4653,32º 30' 48'',70º 08' 41'',,,25,788
789,Rio Leones_2,2,Cerro Bonete,5261,32º 31' 16'',70º 03' 06'',"Este es el ""Bonete del Norte"" (Bonete sanjuanino), no confundir con el Bonete (del Sur) frente al Aconcagua",,25,789
790,Rio Leones_3,3,P4921,4921,32º 31',70º 02',Cumbre y altura segun Lliboutry,,25,790
791,Rio Leones_4,4,Cerro La Mano,5426,32º 31' 39'',70º 00' 31'',Altura y coordenadas segun SGIM,,25,791
792,Rio Leones_5,5,Cerro Monjas,4506,32º 32' 00'',70º 11' 15'',"Nombre de acuerdo a AM ca 1960, Neate/1994 pags 2,3 y San Roman # 3/25",,25,792
793,Rio Leones_6,6,Cerro Techado,4452,32º 31' 36'',70º 09' 18'',,,25,793
794,Rio Leones_7,7,Cerro Reichert,5150,32º 32' 19'',70º 01' 00'',Altura y coordenadas segun SGIM,,25,794
795,Rio Leones_8,8,Cerro Cupula de Guessfeldt,5350,32º 33' 28'',70º 01' 46'',Altura y coordenadas segun SGIM,,25,795
796,Rio Leones_9,9,P4898,4898,32º 33' 11'',70º 07' 20'',Nombre ? Cumbre fronteriza,,25,796
797,Rio Leones_10,10,Cerro Zurbriggen,5322,32º 34' 11'',70º 01' 52'',Altura y coordenadas segun SGIM,,25,797
798,Rio Leones_11,11,Cerro Link,5100,32º 34' 34'',70º 00' 44'',Altura y coordenadas segun SGIM,,25,798
799,Rio Leones_12,12,Cerro Piloto,5064,32º 34' 28'',70º 08' 55'',Cumbre fronteriza; tambien llamada Alejandro Castro y Pico Cuevas; Fuente: Jorge Gonzalez y Eduardo Fumagallo,,25,799
800,Rio Leones_14,14,Cerro Alma Blanca,5175,32º 34' 19'',70º 07' 28'',"El Alma Blanca tiene dos cumbres: la principal (llamada tambien Cumbre Escuadrón 27 Gendarmeria Nacional) y la otra, Pico Brasil, ca 5 100m, escalada por el C A Carioca; ",,25,800
801,Rio Leones_15,15,Pico Brasil,5100,32º 34' 23'',70º 07' 04'',Ver Alma Blanca,,25,801
802,Rio Leones_17,17,Cerro del Portezuelo del Norte,5016,32º 35' 27'',70º 05' 47'',"Gentileza de G. Muratti, Rosario",,25,802
803,Rio Leones_18,18,Cerro Mar,4890,32º 35' 19'',70º 09' 28'',"Datos brindados por Eduardo Fumagallo y Gabriel Piotto de Rosario, y Jorge Gonzalez / Cordoba",,25,803
804,Rio Leones_20,20,Cerro Gino Pertile,4852,32º 35' 58'',70º 09' 41'',"Datos brindados por Eduardo Fumagallo y Gabriel Piotto de Rosario, yJorge Gonzalez",,25,804
